Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,IncomeRatio,LoanAmountRatio,Gender_encoded,Married_encoded,Dependents_encoded,Education_encoded,Self_Employed_encoded,Property_Area_encoded,Loan_Status_encoded
LP188,Male,Yes,1,Not Graduate,No,1185,2472,538,12,0,Rural,N,3657,6.797397769516729,44.833333333333336,1,1,1,1,0,0,0
LP189,Male,Yes,1,Not Graduate,No,3852,2677,302,36,1,Semiurban,Y,6529,21.619205298013245,8.38888888888889,1,1,1,1,0,1,1
LP190,Female,No,2,Not Graduate,No,6196,2308,203,36,0,Semiurban,N,8504,41.891625615763544,5.638888888888889,0,0,2,1,0,1,0
LP191,Male,Yes,1,Not Graduate,No,4195,86,671,84,1,Rural,Y,4281,6.380029806259315,7.988095238095238,1,1,1,1,0,0,1
LP192,Male,Yes,0,Not Graduate,Yes,7607,2512,488,36,0,Urban,Y,10119,20.735655737704917,13.555555555555555,1,1,0,1,1,2,1
LP193,Male,Yes,1,Graduate,No,5095,2942,131,240,0,Rural,N,8037,61.35114503816794,0.5458333333333333,1,1,1,0,0,0,0
LP194,Male,No,0,Graduate,Yes,8077,2773,408,360,1,Rural,Y,10850,26.59313725490196,1.1333333333333333,1,0,0,0,1,0,1
LP195,Male,No,0,Not Graduate,Yes,4599,2504,460,240,0,Rural,Y,7103,15.441304347826087,1.9166666666666667,1,0,0,1,1,0,1
LP196,Female,Yes,1,Not Graduate,No,7956,3310,669,180,0,Rural,Y,11266,16.840059790732436,3.716666666666667,0,1,1,1,0,0,1
LP197,Female,No,2,Not Graduate,Yes,5344,1700,112,12,0,Urban,Y,7044,62.892857142857146,9.333333333333334,0,0,2,1,1,2,1
LP198,Female,Yes,3+,Graduate,Yes,7166,3670,470,360,1,Semiurban,Y,10836,23.05531914893617,1.3055555555555556,0,1,3,0,1,1,1
LP199,Male,Yes,1,Graduate,Yes,5985,2700,404,120,0,Rural,Y,8685,21.497524752475247,3.3666666666666667,1,1,1,0,1,0,1
LP200,Male,Yes,0,Not Graduate,Yes,7878,3629,345,120,1,Urban,N,11507,33.3536231884058,2.875,1,1,0,1,1,2,0
LP201,Male,Yes,0,Graduate,No,7908,1647,607,180,0,Semiurban,N,9555,15.741350906095551,3.3722222222222222,1,1,0,0,0,1,0
LP202,Female,No,1,Graduate,No,5710,3318,150,360,0,Semiurban,N,9028,60.18666666666667,0.4166666666666667,0,0,1,0,0,1,0
LP203,Male,No,2,Not Graduate,No,5236,3687,325,300,0,Semiurban,Y,8923,27.455384615384617,1.0833333333333333,1,0,2,1,0,1,1
LP204,Male,No,2,Graduate,No,1414,596,566,300,0,Rural,Y,2010,3.5512367491166077,1.8866666666666667,1,0,2,0,0,0,1
LP205,Female,Yes,0,Graduate,No,7311,484,535,300,1,Rural,N,7795,14.570093457943925,1.7833333333333334,0,1,0,0,0,0,0
LP206,Male,No,0,Not Graduate,No,2034,645,564,12,0,Semiurban,N,2679,4.75,47.0,1,0,0,1,0,1,0
LP207,Female,Yes,2,Graduate,No,7471,3089,409,12,1,Semiurban,Y,10560,25.81907090464548,34.083333333333336,0,1,2,0,0,1,1
LP208,Female,No,3+,Graduate,No,1959,720,689,300,1,Semiurban,Y,2679,3.8882438316400583,2.296666666666667,0,0,3,0,0,1,1
LP209,Female,Yes,1,Not Graduate,No,3317,498,318,120,0,Semiurban,Y,3815,11.99685534591195,2.65,0,1,1,1,0,1,1
LP210,Male,Yes,0,Graduate,No,3947,1673,503,360,0,Semiurban,Y,5620,11.17296222664016,1.3972222222222221,1,1,0,0,0,1,1
LP211,Male,Yes,0,Graduate,Yes,2491,3067,564,36,1,Semiurban,Y,5558,9.854609929078014,15.666666666666666,1,1,0,0,1,1,1
LP212,Male,No,2,Not Graduate,No,6502,114,618,360,1,Urban,N,6616,10.705501618122977,1.7166666666666666,1,0,2,1,0,2,0
LP213,Male,No,1,Not Graduate,Yes,3564,2979,117,300,0,Semiurban,Y,6543,55.92307692307692,0.39,1,0,1,1,1,1,1
LP214,Male,No,2,Not Graduate,Yes,5357,1736,380,360,0,Rural,Y,7093,18.66578947368421,1.0555555555555556,1,0,2,1,1,0,1
LP215,Male,No,1,Graduate,Yes,967,3611,624,84,0,Rural,Y,4578,7.336538461538462,7.428571428571429,1,0,1,0,1,0,1
LP216,Male,Yes,1,Not Graduate,Yes,6045,2253,214,12,0,Rural,Y,8298,38.77570093457944,17.833333333333332,1,1,1,1,1,0,1
LP217,Female,No,1,Graduate,No,6206,2294,51,12,0,Semiurban,Y,8500,166.66666666666666,4.25,0,0,1,0,0,1,1
LP218,Male,No,0,Not Graduate,Yes,2587,3630,253,120,1,Rural,Y,6217,24.57312252964427,2.1083333333333334,1,0,0,1,1,0,1
LP219,Female,Yes,3+,Graduate,No,6618,146,295,36,0,Urban,Y,6764,22.928813559322034,8.194444444444445,0,1,3,0,0,2,1
LP220,Male,Yes,2,Not Graduate,No,7233,3982,363,300,0,Semiurban,N,11215,30.895316804407713,1.21,1,1,2,1,0,1,0
LP221,Male,Yes,3+,Not Graduate,Yes,1038,3453,484,120,1,Rural,Y,4491,9.27892561983471,4.033333333333333,1,1,3,1,1,0,1
LP222,Male,No,2,Not Graduate,No,6101,2410,91,120,0,Urban,Y,8511,93.52747252747253,0.7583333333333333,1,0,2,1,0,2,1
LP223,Female,Yes,1,Not Graduate,Yes,5426,136,118,36,0,Urban,Y,5562,47.13559322033898,3.2777777777777777,0,1,1,1,1,2,1
LP224,Female,Yes,0,Graduate,Yes,817,3360,198,240,1,Rural,N,4177,21.095959595959595,0.825,0,1,0,0,1,0,0
LP225,Female,Yes,3+,Not Graduate,No,7968,3005,259,300,0,Urban,Y,10973,42.366795366795365,0.8633333333333333,0,1,3,1,0,2,1
LP226,Female,No,0,Not Graduate,No,4878,3552,299,12,1,Rural,N,8430,28.193979933110366,24.916666666666668,0,0,0,1,0,0,0
LP227,Male,Yes,2,Graduate,Yes,2774,18,653,36,0,Urban,Y,2792,4.2756508422664625,18.13888888888889,1,1,2,0,1,2,1
LP228,Female,No,0,Not Graduate,No,5888,2242,209,84,0,Semiurban,N,8130,38.899521531100476,2.488095238095238,0,0,0,1,0,1,0
LP229,Male,No,0,Graduate,No,7976,448,334,120,0,Semiurban,N,8424,25.221556886227546,2.783333333333333,1,0,0,0,0,1,0
LP230,Male,Yes,3+,Not Graduate,No,4382,1948,519,36,1,Semiurban,Y,6330,12.196531791907514,14.416666666666666,1,1,3,1,0,1,1
LP231,Female,Yes,1,Not Graduate,Yes,6192,945,417,12,1,Semiurban,Y,7137,17.115107913669064,34.75,0,1,1,1,1,1,1
LP232,Female,No,0,Not Graduate,Yes,5943,1920,615,360,1,Semiurban,Y,7863,12.785365853658536,1.7083333333333333,0,0,0,1,1,1,1
LP233,Female,Yes,1,Graduate,No,4673,2977,516,12,1,Rural,N,7650,14.825581395348838,43.0,0,1,1,0,0,0,0
LP234,Female,Yes,2,Not Graduate,No,5721,4015,609,84,0,Semiurban,Y,9736,15.986863711001641,7.25,0,1,2,1,0,1,1
LP235,Female,No,0,Not Graduate,No,6905,238,80,36,1,Semiurban,Y,7143,89.2875,2.2222222222222223,0,0,0,1,0,1,1
LP236,Female,No,3+,Not Graduate,No,7204,204,255,84,1,Semiurban,N,7408,29.050980392156863,3.0357142857142856,0,0,3,1,0,1,0
LP237,Female,Yes,2,Graduate,No,968,2607,649,300,1,Semiurban,N,3575,5.508474576271187,2.1633333333333336,0,1,2,0,0,1,0
LP238,Female,No,2,Graduate,Yes,2338,3388,616,300,0,Urban,Y,5726,9.295454545454545,2.0533333333333332,0,0,2,0,1,2,1
LP239,Male,Yes,3+,Not Graduate,No,1256,2972,595,360,0,Semiurban,Y,4228,7.105882352941176,1.6527777777777777,1,1,3,1,0,1,1
LP240,Female,Yes,0,Graduate,Yes,2374,2687,574,120,1,Semiurban,Y,5061,8.817073170731707,4.783333333333333,0,1,0,0,1,1,1
LP241,Female,Yes,0,Not Graduate,No,347,4166,352,240,1,Rural,Y,4513,12.821022727272727,1.4666666666666666,0,1,0,1,0,0,1
LP242,Male,No,2,Not Graduate,Yes,2821,1348,62,60,0,Urban,Y,4169,67.24193548387096,1.0333333333333334,1,0,2,1,1,2,1
LP243,Female,Yes,0,Not Graduate,No,7885,816,536,84,1,Rural,Y,8701,16.23320895522388,6.380952380952381,0,1,0,1,0,0,1
LP244,Male,Yes,1,Not Graduate,Yes,6241,820,619,360,1,Semiurban,Y,7061,11.407108239095315,1.7194444444444446,1,1,1,1,1,1,1
LP245,Male,Yes,3+,Not Graduate,No,6984,192,540,12,1,Rural,N,7176,13.28888888888889,45.0,1,1,3,1,0,0,0
LP246,Female,No,1,Not Graduate,Yes,3642,1776,566,36,1,Rural,Y,5418,9.57243816254417,15.722222222222221,0,0,1,1,1,0,1
LP247,Male,No,0,Not Graduate,Yes,2598,3645,201,120,0,Semiurban,Y,6243,31.059701492537314,1.675,1,0,0,1,1,1,1
LP248,Male,No,2,Graduate,Yes,8015,250,66,60,0,Urban,Y,8265,125.22727272727273,1.1,1,0,2,0,1,2,1
LP249,Male,No,3+,Graduate,Yes,620,1788,445,36,0,Urban,Y,2408,5.4112359550561795,12.36111111111111,1,0,3,0,1,2,1
LP250,Male,No,0,Graduate,Yes,6511,3700,119,12,1,Rural,Y,10211,85.80672268907563,9.916666666666666,1,0,0,0,1,0,1
LP251,Female,Yes,0,Graduate,Yes,2098,2463,137,60,1,Semiurban,Y,4561,33.29197080291971,2.283333333333333,0,1,0,0,1,1,1
LP252,Male,No,2,Graduate,No,5174,1167,334,12,0,Rural,N,6341,18.98502994011976,27.833333333333332,1,0,2,0,0,0,0
LP253,Female,No,2,Graduate,Yes,4049,3893,16,12,0,Rural,Y,7942,496.375,1.3333333333333333,0,0,2,0,1,0,1
LP254,Male,No,1,Graduate,No,2160,1096,37,12,0,Rural,Y,3256,88.0,3.0833333333333335,1,0,1,0,0,0,1
LP255,Male,Yes,3+,Not Graduate,No,3950,2679,120,300,1,Semiurban,N,6629,55.24166666666667,0.4,1,1,3,1,0,1,0
LP256,Male,No,3+,Not Graduate,No,6925,1847,681,60,0,Semiurban,Y,8772,12.881057268722467,11.35,1,0,3,1,0,1,1
LP257,Male,No,2,Not Graduate,No,7244,3904,139,12,1,Urban,N,11148,80.20143884892086,11.583333333333334,1,0,2,1,0,2,0
LP258,Female,Yes,1,Not Graduate,No,5151,504,196,240,1,Semiurban,Y,5655,28.852040816326532,0.8166666666666667,0,1,1,1,0,1,1
LP259,Female,No,3+,Graduate,Yes,6468,1621,683,60,0,Rural,N,8089,11.843338213762811,11.383333333333333,0,0,3,0,1,0,0
LP260,Male,Yes,2,Graduate,Yes,4268,2472,483,300,0,Rural,Y,6740,13.954451345755693,1.61,1,1,2,0,1,0,1
LP261,Male,Yes,0,Not Graduate,Yes,3946,2546,372,84,1,Urban,N,6492,17.451612903225808,4.428571428571429,1,1,0,1,1,2,0
LP262,Female,Yes,3+,Not Graduate,No,4138,1387,212,84,0,Semiurban,N,5525,26.06132075471698,2.5238095238095237,0,1,3,1,0,1,0
LP263,Male,Yes,1,Graduate,Yes,384,2994,220,120,0,Rural,Y,3378,15.354545454545455,1.8333333333333333,1,1,1,0,1,0,1
LP264,Male,Yes,1,Not Graduate,Yes,7330,3816,629,180,1,Urban,Y,11146,17.72019077901431,3.4944444444444445,1,1,1,1,1,2,1
LP265,Male,No,1,Not Graduate,Yes,5370,717,284,240,1,Urban,N,6087,21.433098591549296,1.1833333333333333,1,0,1,1,1,2,0
LP266,Female,Yes,0,Not Graduate,Yes,1078,3484,81,84,1,Rural,Y,4562,56.32098765432099,0.9642857142857143,0,1,0,1,1,0,1
LP267,Female,Yes,3+,Not Graduate,Yes,3757,658,687,300,1,Rural,Y,4415,6.426491994177583,2.29,0,1,3,1,1,0,1
LP268,Female,No,3+,Graduate,No,672,4008,251,180,1,Semiurban,Y,4680,18.64541832669323,1.3944444444444444,0,0,3,0,0,1,1
LP269,Male,Yes,0,Not Graduate,Yes,6054,3764,110,12,0,Urban,N,9818,89.25454545454545,9.166666666666666,1,1,0,1,1,2,0
LP270,Male,No,3+,Not Graduate,No,3673,2989,693,12,1,Rural,Y,6662,9.613275613275613,57.75,1,0,3,1,0,0,1
LP271,Female,No,0,Graduate,No,4676,2104,179,360,1,Urban,Y,6780,37.87709497206704,0.49722222222222223,0,0,0,0,0,2,1
LP272,Female,No,0,Graduate,No,5038,1255,661,180,1,Semiurban,Y,6293,9.520423600605143,3.672222222222222,0,0,0,0,0,1,1
LP273,Female,Yes,0,Not Graduate,No,1779,2482,196,300,0,Rural,N,4261,21.739795918367346,0.6533333333333333,0,1,0,1,0,0,0
LP274,Female,Yes,1,Graduate,No,5982,383,449,240,1,Semiurban,N,6365,14.175946547884188,1.8708333333333333,0,1,1,0,0,1,0
LP275,Male,Yes,3+,Not Graduate,Yes,4778,2607,94,180,1,Urban,N,7385,78.56382978723404,0.5222222222222223,1,1,3,1,1,2,0
LP276,Female,No,0,Not Graduate,Yes,7272,193,484,84,1,Semiurban,Y,7465,15.423553719008265,5.761904761904762,0,0,0,1,1,1,1
LP277,Male,Yes,3+,Graduate,Yes,5992,3807,60,240,0,Semiurban,N,9799,163.31666666666666,0.25,1,1,3,0,1,1,0
LP278,Female,Yes,1,Not Graduate,No,5921,3719,119,360,1,Urban,Y,9640,81.00840336134453,0.33055555555555555,0,1,1,1,0,2,1
LP279,Male,Yes,0,Not Graduate,Yes,1466,2581,51,240,1,Semiurban,Y,4047,79.3529411764706,0.2125,1,1,0,1,1,1,1
LP280,Female,No,2,Not Graduate,Yes,3007,2565,219,12,1,Urban,Y,5572,25.442922374429223,18.25,0,0,2,1,1,2,1
LP281,Female,No,1,Not Graduate,No,5158,2763,208,360,0,Rural,Y,7921,38.08173076923077,0.5777777777777777,0,0,1,1,0,0,1
LP282,Female,Yes,2,Graduate,No,1274,2798,635,84,0,Urban,N,4072,6.41259842519685,7.559523809523809,0,1,2,0,0,2,0
LP283,Female,Yes,3+,Graduate,No,5771,2339,34,60,0,Urban,Y,8110,238.52941176470588,0.5666666666666667,0,1,3,0,0,2,1
LP284,Male,Yes,3+,Not Graduate,No,5573,3406,307,84,0,Rural,Y,8979,29.247557003257327,3.6547619047619047,1,1,3,1,0,0,1
LP285,Female,Yes,1,Graduate,Yes,7164,731,85,84,1,Urban,N,7895,92.88235294117646,1.0119047619047619,0,1,1,0,1,2,0
LP286,Male,No,3+,Not Graduate,No,2737,2872,145,36,1,Rural,N,5609,38.682758620689654,4.027777777777778,1,0,3,1,0,0,0
LP287,Male,No,2,Not Graduate,No,1173,3120,28,12,0,Rural,Y,4293,153.32142857142858,2.3333333333333335,1,0,2,1,0,0,1
LP288,Male,No,0,Not Graduate,Yes,5822,2604,448,12,0,Urban,Y,8426,18.808035714285715,37.333333333333336,1,0,0,1,1,2,1
LP289,Male,No,0,Not Graduate,Yes,1528,2382,219,300,1,Semiurban,N,3910,17.85388127853881,0.73,1,0,0,1,1,1,0
LP290,Female,Yes,0,Not Graduate,No,3524,531,559,36,1,Semiurban,Y,4055,7.254025044722719,15.527777777777779,0,1,0,1,0,1,1
LP291,Male,Yes,1,Graduate,Yes,1669,634,443,120,0,Rural,Y,2303,5.198645598194131,3.691666666666667,1,1,1,0,1,0,1
LP292,Male,Yes,3+,Not Graduate,No,5927,1769,215,84,0,Semiurban,Y,7696,35.7953488372093,2.5595238095238093,1,1,3,1,0,1,1
LP293,Male,No,2,Graduate,No,8085,3804,447,300,0,Semiurban,Y,11889,26.59731543624161,1.49,1,0,2,0,0,1,1
LP294,Female,Yes,3+,Graduate,Yes,6243,2370,674,36,0,Urban,N,8613,12.77893175074184,18.72222222222222,0,1,3,0,1,2,0
LP295,Female,No,3+,Not Graduate,Yes,376,2,50,360,1,Rural,Y,378,7.56,0.1388888888888889,0,0,3,1,1,0,1
LP296,Female,No,3+,Not Graduate,No,5505,205,419,240,0,Rural,Y,5710,13.627684964200478,1.7458333333333333,0,0,3,1,0,0,1
LP297,Female,Yes,0,Not Graduate,No,5118,4135,531,240,0,Urban,Y,9253,17.425612052730695,2.2125,0,1,0,1,0,2,1
LP298,Male,Yes,2,Not Graduate,No,1041,2621,618,12,1,Semiurban,Y,3662,5.925566343042071,51.5,1,1,2,1,0,1,1
LP299,Male,Yes,2,Not Graduate,Yes,5724,2890,435,36,1,Rural,Y,8614,19.80229885057471,12.083333333333334,1,1,2,1,1,0,1
LP300,Female,No,3+,Graduate,No,4222,3193,283,84,1,Semiurban,Y,7415,26.20141342756184,3.369047619047619,0,0,3,0,0,1,1
LP301,Male,Yes,0,Not Graduate,No,5282,2666,456,84,1,Rural,Y,7948,17.42982456140351,5.428571428571429,1,1,0,1,0,0,1
LP302,Male,No,0,Not Graduate,No,2407,3306,377,60,1,Rural,Y,5713,15.153846153846153,6.283333333333333,1,0,0,1,0,0,1
LP303,Male,Yes,2,Graduate,No,2938,897,228,240,0,Rural,Y,3835,16.82017543859649,0.95,1,1,2,0,0,0,1
LP304,Female,No,0,Graduate,No,546,1085,585,300,0,Rural,Y,1631,2.788034188034188,1.95,0,0,0,0,0,0,1
LP305,Female,No,0,Not Graduate,Yes,5369,1279,240,36,0,Semiurban,Y,6648,27.7,6.666666666666667,0,0,0,1,1,1,1
LP306,Male,Yes,0,Graduate,No,2228,670,336,84,1,Semiurban,Y,2898,8.625,4.0,1,1,0,0,0,1,1
LP307,Female,No,1,Not Graduate,No,7191,1505,451,60,0,Semiurban,N,8696,19.28159645232816,7.516666666666667,0,0,1,1,0,1,0
LP308,Female,No,3+,Graduate,No,7845,3575,60,36,1,Semiurban,Y,11420,190.33333333333334,1.6666666666666667,0,0,3,0,0,1,1
LP309,Female,Yes,2,Graduate,No,4894,1955,384,180,0,Urban,Y,6849,17.8359375,2.1333333333333333,0,1,2,0,0,2,1
LP310,Female,No,2,Not Graduate,Yes,4574,249,271,84,0,Rural,Y,4823,17.797047970479706,3.2261904761904763,0,0,2,1,1,0,1
LP311,Female,Yes,1,Graduate,Yes,3387,1892,275,180,1,Rural,N,5279,19.196363636363635,1.5277777777777777,0,1,1,0,1,0,0
LP312,Male,No,3+,Graduate,Yes,5728,3439,367,36,1,Rural,Y,9167,24.978201634877383,10.194444444444445,1,0,3,0,1,0,1
LP313,Female,Yes,2,Graduate,No,4043,1853,325,84,0,Urban,N,5896,18.141538461538463,3.869047619047619,0,1,2,0,0,2,0
LP314,Male,Yes,0,Graduate,No,5197,2854,332,180,0,Semiurban,Y,8051,24.25,1.8444444444444446,1,1,0,0,0,1,1
LP315,Male,No,2,Graduate,Yes,2155,1503,674,120,0,Rural,N,3658,5.427299703264095,5.616666666666666,1,0,2,0,1,0,0
LP316,Female,No,0,Graduate,Yes,2166,3385,660,60,0,Semiurban,N,5551,8.41060606060606,11.0,0,0,0,0,1,1,0
LP317,Male,No,1,Not Graduate,Yes,3321,3571,571,300,0,Semiurban,Y,6892,12.070052539404553,1.9033333333333333,1,0,1,1,1,1,1
LP318,Male,No,0,Not Graduate,No,2818,3792,637,240,1,Urban,Y,6610,10.376766091051806,2.654166666666667,1,0,0,1,0,2,1
LP319,Male,No,2,Graduate,No,2028,3426,429,60,1,Urban,Y,5454,12.713286713286713,7.15,1,0,2,0,0,2,1
LP320,Female,Yes,2,Not Graduate,Yes,1346,43,54,180,1,Semiurban,Y,1389,25.72222222222222,0.3,0,1,2,1,1,1,1
LP321,Female,No,2,Not Graduate,Yes,1922,3612,608,84,1,Rural,Y,5534,9.101973684210526,7.238095238095238,0,0,2,1,1,0,1
LP322,Male,Yes,1,Not Graduate,Yes,311,2618,277,120,0,Rural,Y,2929,10.574007220216606,2.308333333333333,1,1,1,1,1,0,1
LP323,Female,Yes,1,Graduate,No,4126,3163,609,120,0,Urban,Y,7289,11.9688013136289,5.075,0,1,1,0,0,2,1
LP324,Female,No,3+,Not Graduate,No,1901,1288,389,240,1,Urban,Y,3189,8.197943444730077,1.6208333333333333,0,0,3,1,0,2,1
LP325,Female,Yes,2,Graduate,No,925,2942,126,120,0,Urban,Y,3867,30.69047619047619,1.05,0,1,2,0,0,2,1
LP326,Female,Yes,0,Not Graduate,Yes,7580,219,574,60,1,Urban,Y,7799,13.587108013937282,9.566666666666666,0,1,0,1,1,2,1
LP327,Male,Yes,1,Graduate,Yes,6073,1925,124,120,0,Urban,Y,7998,64.5,1.0333333333333334,1,1,1,0,1,2,1
LP328,Male,Yes,2,Graduate,No,6567,2972,638,240,0,Urban,N,9539,14.95141065830721,2.658333333333333,1,1,2,0,0,2,0
LP329,Female,No,2,Not Graduate,Yes,7320,3513,268,120,0,Urban,Y,10833,40.42164179104478,2.2333333333333334,0,0,2,1,1,2,1
LP330,Female,Yes,1,Not Graduate,No,5297,2448,83,120,1,Rural,N,7745,93.3132530120482,0.6916666666666667,0,1,1,1,0,0,0
LP331,Male,No,3+,Graduate,Yes,6619,3471,488,360,1,Urban,Y,10090,20.67622950819672,1.3555555555555556,1,0,3,0,1,2,1
LP332,Male,No,1,Not Graduate,Yes,1089,2774,313,60,1,Urban,Y,3863,12.34185303514377,5.216666666666667,1,0,1,1,1,2,1
LP333,Female,Yes,1,Not Graduate,Yes,3370,990,15,180,1,Rural,Y,4360,290.6666666666667,0.08333333333333333,0,1,1,1,1,0,1
LP334,Male,No,0,Not Graduate,Yes,689,2946,374,12,0,Rural,Y,3635,9.719251336898395,31.166666666666668,1,0,0,1,1,0,1
LP335,Female,No,0,Graduate,No,6781,1812,642,120,0,Semiurban,N,8593,13.384735202492212,5.35,0,0,0,0,0,1,0
LP336,Female,No,3+,Graduate,Yes,5067,803,531,300,0,Urban,Y,5870,11.054613935969869,1.77,0,0,3,0,1,2,1
LP337,Male,Yes,2,Not Graduate,No,1611,489,356,120,0,Urban,Y,2100,5.898876404494382,2.966666666666667,1,1,2,1,0,2,1
LP338,Male,No,1,Not Graduate,No,5334,3556,446,360,1,Urban,N,8890,19.932735426008968,1.238888888888889,1,0,1,1,0,2,0
LP339,Female,No,3+,Not Graduate,No,505,1493,223,180,0,Urban,Y,1998,8.959641255605382,1.238888888888889,0,0,3,1,0,2,1
LP340,Female,No,0,Graduate,Yes,3754,3645,437,300,0,Semiurban,N,7399,16.931350114416475,1.4566666666666668,0,0,0,0,1,1,0
LP341,Male,Yes,1,Graduate,No,3473,2891,506,300,0,Rural,N,6364,12.577075098814229,1.6866666666666668,1,1,1,0,0,0,0
LP342,Female,No,2,Not Graduate,No,384,1705,548,60,1,Rural,Y,2089,3.812043795620438,9.133333333333333,0,0,2,1,0,0,1
LP343,Male,Yes,0,Not Graduate,No,6520,3516,375,240,1,Urban,Y,10036,26.762666666666668,1.5625,1,1,0,1,0,2,1
LP344,Female,Yes,0,Not Graduate,Yes,1698,3340,321,240,1,Urban,Y,5038,15.694704049844237,1.3375,0,1,0,1,1,2,1
LP345,Male,Yes,0,Not Graduate,Yes,7630,53,546,180,0,Urban,Y,7683,14.071428571428571,3.033333333333333,1,1,0,1,1,2,1
LP346,Male,Yes,3+,Not Graduate,No,2246,2575,62,240,1,Semiurban,Y,4821,77.75806451612904,0.25833333333333336,1,1,3,1,0,1,1
LP347,Male,Yes,2,Not Graduate,Yes,4363,3591,549,36,0,Semiurban,N,7954,14.48816029143898,15.25,1,1,2,1,1,1,0
LP348,Female,Yes,1,Graduate,No,2251,615,475,360,0,Rural,N,2866,6.0336842105263155,1.3194444444444444,0,1,1,0,0,0,0
LP349,Female,No,3+,Not Graduate,No,1823,954,172,12,0,Urban,Y,2777,16.1453488372093,14.333333333333334,0,0,3,1,0,2,1
LP350,Male,Yes,3+,Graduate,Yes,6858,2433,342,12,1,Urban,Y,9291,27.166666666666668,28.5,1,1,3,0,1,2,1
LP351,Female,No,3+,Not Graduate,No,5313,1629,555,60,1,Urban,Y,6942,12.508108108108107,9.25,0,0,3,1,0,2,1
LP352,Male,No,0,Not Graduate,Yes,2250,2781,356,60,0,Urban,Y,5031,14.132022471910112,5.933333333333334,1,0,0,1,1,2,1
LP353,Male,Yes,2,Graduate,Yes,3807,649,281,12,0,Semiurban,N,4456,15.857651245551601,23.416666666666668,1,1,2,0,1,1,0
LP354,Female,No,3+,Graduate,No,4803,2347,422,240,1,Rural,Y,7150,16.94312796208531,1.7583333333333333,0,0,3,0,0,0,1
LP355,Female,No,1,Graduate,Yes,3746,3278,508,84,1,Rural,Y,7024,13.826771653543307,6.0476190476190474,0,0,1,0,1,0,1
LP356,Male,No,2,Graduate,Yes,3898,2640,101,36,1,Semiurban,Y,6538,64.73267326732673,2.8055555555555554,1,0,2,0,1,1,1
LP357,Female,No,1,Not Graduate,No,3323,3801,693,120,0,Urban,N,7124,10.27994227994228,5.775,0,0,1,1,0,2,0
LP358,Female,Yes,2,Graduate,No,1965,2561,87,180,0,Rural,Y,4526,52.02298850574713,0.48333333333333334,0,1,2,0,0,0,1
LP359,Male,No,1,Not Graduate,Yes,3991,3249,630,360,0,Rural,N,7240,11.492063492063492,1.75,1,0,1,1,1,0,0
LP360,Male,Yes,0,Graduate,Yes,2155,370,225,84,1,Semiurban,Y,2525,11.222222222222221,2.6785714285714284,1,1,0,0,1,1,1
LP361,Female,No,3+,Not Graduate,No,7161,857,366,36,1,Urban,N,8018,21.907103825136613,10.166666666666666,0,0,3,1,0,2,0
LP362,Male,No,1,Not Graduate,Yes,4643,383,626,120,1,Rural,Y,5026,8.028753993610223,5.216666666666667,1,0,1,1,1,0,1
LP363,Male,Yes,2,Not Graduate,Yes,7455,3877,515,60,0,Urban,Y,11332,22.00388349514563,8.583333333333334,1,1,2,1,1,2,1
LP364,Female,No,3+,Not Graduate,Yes,824,2552,567,36,0,Rural,N,3376,5.954144620811287,15.75,0,0,3,1,1,0,0
LP365,Male,No,3+,Not Graduate,Yes,536,2725,189,12,1,Semiurban,Y,3261,17.253968253968253,15.75,1,0,3,1,1,1,1
LP366,Male,No,2,Not Graduate,Yes,2308,4034,584,36,0,Urban,Y,6342,10.85958904109589,16.22222222222222,1,0,2,1,1,2,1
LP367,Female,Yes,1,Graduate,Yes,2811,3293,254,180,1,Semiurban,Y,6104,24.031496062992126,1.4111111111111112,0,1,1,0,1,1,1
LP368,Female,No,0,Not Graduate,Yes,2214,3988,252,300,0,Rural,N,6202,24.61111111111111,0.84,0,0,0,1,1,0,0
LP369,Male,Yes,0,Graduate,No,4001,922,514,60,1,Semiurban,N,4923,9.577821011673151,8.566666666666666,1,1,0,0,0,1,0
LP370,Male,No,1,Graduate,No,3403,2915,430,360,0,Semiurban,Y,6318,14.693023255813953,1.1944444444444444,1,0,1,0,0,1,1
LP371,Female,Yes,3+,Not Graduate,No,5129,2950,328,360,0,Semiurban,Y,8079,24.63109756097561,0.9111111111111111,0,1,3,1,0,1,1
LP372,Female,Yes,3+,Graduate,No,7853,3046,95,36,1,Rural,N,10899,114.72631578947369,2.638888888888889,0,1,3,0,0,0,0
LP373,Female,No,3+,Not Graduate,No,4786,974,225,300,1,Urban,Y,5760,25.6,0.75,0,0,3,1,0,2,1
LP374,Female,No,3+,Graduate,Yes,4416,1230,498,120,1,Semiurban,N,5646,11.337349397590362,4.15,0,0,3,0,1,1,0
LP375,Male,Yes,1,Not Graduate,Yes,6702,2435,527,84,1,Urban,Y,9137,17.337760910815938,6.273809523809524,1,1,1,1,1,2,1
LP376,Female,Yes,3+,Graduate,Yes,889,1814,286,120,1,Rural,N,2703,9.451048951048952,2.3833333333333333,0,1,3,0,1,0,0
LP377,Female,No,2,Not Graduate,Yes,1551,2934,177,84,0,Urban,N,4485,25.338983050847457,2.107142857142857,0,0,2,1,1,2,0
